pair	gene_name_a	gene_name_b	contact_probability	pDockQ	PPV_from_pDockQ	model_confidence	iPAE	CCC	orf_name_a	orf_name_b	MAPPIT_result	GPCA_result	novel	no_previous_structure
YIL152W_YML051W	YIL152W	GAL80	0.41505435	0.073	0.66728511	0.28179089364971593	27.07305	0	YIL152W	YML051W	False	False	True	True
YGR038W_YPR159W	ORM1	KRE6	0.45092955	0.085	0.66728511	0.30966555658307554	24.14576	0	YGR038W	YPR159W	False	True	True	True
YDR428C_YOR157C	BNA7	PUP1	0.79570776	0.254	0.78549007	0.6077173194439183	11.024906	0	YDR428C	YOR157C	False	False	True	True
YIR018W_YLR291C	YAP5	GCD7	0.5673828	0.031	0.63555449	0.2741938908457039	21.211296	0	YIR018W	YLR291C	False	False	True	True
YJL024C_YPL195W	APS3	APL5	0.9994992	0.69	0.98128027	0.8012517678457456	4.4119153	170	YJL024C	YPL195W	True	False	False	True
YDR076W_YIL132C	RAD55	CSM2	0.9980216	0.498	0.90043139	0.8012116178148521	4.4249425	61	YDR076W	YIL132C	False	False	False	False
YJL097W_YJL163C	PHS1	YJL163C	0.33732367	0.08	0.66728511	0.3539659543960363	20.596367	0	YJL097W	YJL163C	False	False	True	True
YMR150C_YMR276W	IMP1	DSK2	0.3040701	0.123	0.70615739	0.20956935219970718	23.853024	0	YMR150C	YMR276W	False	False	True	True
YLR264W_YPL222W	RPS28B	FMP40	0.36614817	0.125	0.70615739	0.39927327941355406	22.855743	0	YLR264W	YPL222W	False	False	True	True
YOR159C_YOR368W	SME1	RAD17	0.38298428	0.1	0.66728511	0.338377300344699	23.034473	0	YOR159C	YOR368W	False	False	True	True
YHR051W_YIL111W	COX6	COX5B	0.9977127	0.39	0.86040801	0.6525884404610982	1.6506813	43	YHR051W	YIL111W	True	False	False	False
YBR260C_YKR019C	RGD1	IRS4	0.43336973	0.032	0.63555449	0.3259045521017423	23.485367	0	YBR260C	YKR019C	False	False	True	True
YLR385C_YLR417W	SWC7	VPS36	0.39880607	0.042	0.63555449	0.24870811201566448	25.06601	0	YLR385C	YLR417W	False	False	True	True
YDR351W_YJR046W	SBE2	TAH11	0.56694776	0.085	0.66728511	0.30005247752031833	29.321121	0	YDR351W	YJR046W	False	False	True	True
YDR328C_YLR267W	SKP1	BOP2	0.99540246	0.272	0.80223507	0.715727227222024	6.4544845	51	YDR328C	YLR267W	True	False	False	True
YGL209W_YJL124C	MIG2	LSM1	0.9050198	0.126	0.70615739	0.49757409466546043	21.466177	0	YGL209W	YJL124C	False	False	True	True
YDR373W_YHR139C	FRQ1	SPS100	0.81941986	0.239	0.77766077	0.4588509651671852	23.320164	0	YDR373W	YHR139C	False	False	True	True
YGL041C-B_YGL263W	YGL041C-B	COS12	0.6686932	0.048	0.63555449	0.4361197148419337	20.652592	0	YGL041C-B	YGL263W	False	False	True	True
YBR273C_YPR113W	UBX7	PIS1	0.7160246	0.246	0.78549007	0.31762809083424226	24.150826	0	YBR273C	YPR113W	False	False	True	True
YBR288C_YGR261C	APM3	APL6	0.9998437	0.705	0.98128027	0.8736866982785157	4.6344953	187	YBR288C	YGR261C	True	True	False	True
YDR320C-A_YKR037C	DAD4	SPC34	0.96898943	0.302	0.81190228	0.6405336096819088	9.228584	29	YDR320C-A	YKR037C	False	False	False	True
YBR125C_YDR071C	PTC4	PAA1	0.99987584	0.635	0.96322524	0.926054456954439	2.4178817	103	YBR125C	YDR071C	True	True	False	True
YGR235C_YOR089C	MIC26	VPS21	0.5589504	0.051	0.63555449	0.245160938751945	24.88842	0	YGR235C	YOR089C	False	False	True	True
YDR373W_YOR003W	FRQ1	YSP3	0.91057515	0.239	0.77766077	0.40501298376695355	12.099704	0	YDR373W	YOR003W	False	False	False	True
YBR188C_YMR213W	NTC20	CEF1	0.8898473	0.106	0.68635536	0.302736592838921	27.354267	0	YBR188C	YMR213W	False	False	False	True
YDL088C_YPR017C	ASM4	DSS4	0.6244888	0.123	0.70615739	0.293554228683266	22.904613	0	YDL088C	YPR017C	True	False	True	True
YGR158C_YIL092W	MTR3	YIL092W	0.96194154	0.214	0.75941223	0.6229070692807815	26.324745	26	YGR158C	YIL092W	False	False	True	True
YDR252W_YER068W	BTT1	MOT2	0.8972296	0.129	0.70615739	0.4743024848250797	12.131023	0	YDR252W	YER068W	False	False	False	True
YLR368W_YOL111C	MDM30	MDY2	0.99032253	0.285	0.80223507	0.7174961117829929	20.900728	42	YLR368W	YOL111C	False	False	True	True
YDL022W_YDR142C	GPD1	PEX7	0.9499402	0.302	0.81190228	0.718792924297161	23.030138	19	YDL022W	YDR142C	False	False	False	False
YFR015C_YJL137C	GSY1	GLG2	0.5553343	0.158	0.73044282	0.3406949281147383	27.625246	0	YFR015C	YJL137C	False	True	False	True
YDL083C_YLR449W	RPS16B	FPR4	0.53289187	0.081	0.66728511	0.20334520173573095	26.518665	0	YDL083C	YLR449W	False	False	True	True
YDL226C_YGL161C	GCS1	YIP5	0.81482995	0.253	0.78549007	0.3387334889593595	23.212078	0	YDL226C	YGL161C	False	False	False	True
YIL164C_YLR291C	NIT1	GCD7	0.3899054	0.049	0.63555449	0.28199977233034557	18.320587	0	YIL164C	YLR291C	False	False	True	True
YCR054C_YDL230W	CTR86	PTP1	0.280917	0.163	0.73044282	0.29790443335845374	26.000053	0	YCR054C	YDL230W	False	False	True	True
YBR298C-A_YCR020C-A	YBR298C-A	MAK31	0.5191628	0.061	0.63555449	0.22306899887695478	20.590176	0	YBR298C-A	YCR020C-A	False	False	True	True
YLL053C_YML088W	YLL053C	UFO1	0.26729423	0.142	0.71391784	0.24587056327019707	25.804947	0	YLL053C	YML088W	False	False	True	True
YDR189W_YOR075W	SLY1	UFE1	0.99928415	0.637	0.96322524	0.8187273283307633	4.8468895	84	YDR189W	YOR075W	False	False	False	False
YGL174W_YOL159C-A	BUD13	YOL159C-A	0.7617048	0.056	0.63555449	0.32111727052696865	24.052765	0	YGL174W	YOL159C-A	False	False	True	True
YDR249C_YLR288C	YDR249C	MEC3	0.3379619	0.166	0.73044282	0.22661830304433717	25.98344	0	YDR249C	YLR288C	True	True	True	True
YDR067C_YNL189W	OCA6	SRP1	0.99418914	0.347	0.84294946	0.8272190653446615	2.5858903	26	YDR067C	YNL189W	False	False	True	True
YIR017C_YOL069W	MET28	NUF2	0.88281316	0.123	0.70615739	0.35411827936885937	20.970518	0	YIR017C	YOL069W	False	False	False	True
YDL088C_YJL117W	ASM4	PHO86	0.85364264	0.19	0.74006263	0.5319092895732126	18.78107	0	YDL088C	YJL117W	False	False	True	True
YHR089C_YLR175W	GAR1	CBF5	0.99989843	0.541	0.90952562	0.7052379546190459	1.5371478	56	YHR089C	YLR175W	False	False	False	False
YGL095C_YHR116W	VPS45	COX23	0.33341634	0.106	0.68635536	0.283521655431195	25.06776	0	YGL095C	YHR116W	False	False	True	True
YML014W_YNR046W	TRM9	TRM112	0.9999721	0.598	0.93172991	0.918439646118838	1.6544079	77	YML014W	YNR046W	True	True	False	False
YDL088C_YML064C	ASM4	TEM1	0.7751949	0.129	0.70615739	0.35459709100687903	24.208986	0	YDL088C	YML064C	False	False	True	True
YLR291C_YPL002C	GCD7	SNF8	0.33711815	0.028	0.55890174	0.2505834177070134	20.502302	0	YLR291C	YPL002C	False	False	True	True
YDL087C_YDL233W	LUC7	MFG1	0.9837243	0.365	0.85453785	0.4921548706357868	2.863211	45	YDL087C	YDL233W	False	False	True	True
YDL015C_YOL110W	TSC13	SHR5	0.19817469	0.092	0.66728511	0.24969023275490757	24.435497	0	YDL015C	YOL110W	False	False	True	True
YDL015C_YMR153W	TSC13	NUP53	0.9329226	0.241	0.77766077	0.5641310385636548	17.183826	18	YDL015C	YMR153W	False	False	True	True
YDR373W_YPL038W-A	FRQ1	YPL038W-A	0.9808253	0.113	0.68635536	0.6224362527724265	10.069161	33	YDR373W	YPL038W-A	False	False	True	True
YDL087C_YHR033W	LUC7	YHR033W	0.24010313	0.055	0.63555449	0.20765199023225933	27.046904	0	YDL087C	YHR033W	False	False	True	True
YDR130C_YJR050W	FIN1	ISY1	0.16905549	0.018	0.55890174	0.13661077764237636	27.025528	0	YDR130C	YJR050W	False	False	True	True
YDR308C_YNL189W	SRB7	SRP1	0.27373755	0.036	0.63555449	0.30919228989935943	24.544981	0	YDR308C	YNL189W	False	False	True	True
YJL036W_YJR011C	SNX4	YJR011C	0.10736838	0.0	0.0	0.24889875642400786	19.89364	0	YJL036W	YJR011C	False	False	True	True
YGL209W_YOR304C-A	MIG2	BIL1	0.6152859	0.032	0.63555449	0.16404155800480702	25.451035	0	YGL209W	YOR304C-A	False	False	True	True
YJR050W_YLR117C	ISY1	CLF1	0.8681453	0.34	0.83367787	0.3851175250310309	17.694298	0	YJR050W	YLR117C	False	False	False	True
YOR158W_YOR368W	PET123	RAD17	0.49700195	0.102	0.68635536	0.23857076268443747	25.973928	0	YOR158W	YOR368W	False	False	True	True
YGR179C_YJL036W	OKP1	SNX4	0.60739654	0.092	0.66728511	0.35697124251401446	25.442978	0	YGR179C	YJL036W	False	False	True	True
YDR484W_YNL214W	VPS52	PEX17	0.7174668	0.044	0.63555449	0.30409401307545436	19.846567	0	YDR484W	YNL214W	False	False	True	True
YJL155C_YLR345W	FBP26	YLR345W	0.9992227	0.58	0.92420274	0.8704573809741218	5.5551744	89	YJL155C	YLR345W	True	True	False	False
YLR183C_YOR061W	TOS4	CKA2	0.69960296	0.108	0.68635536	0.4140302317195138	19.230413	0	YLR183C	YOR061W	False	False	True	True
YML064C_YNL086W	TEM1	SNN1	0.91555727	0.166	0.73044282	0.47396082699320524	8.6554365	0	YML064C	YNL086W	False	False	True	True
YBR284W_YLR368W	YBR284W	MDM30	0.6167023	0.167	0.73044282	0.3644532425314305	25.793877	0	YBR284W	YLR368W	False	False	True	True
YMR168C_YOR279C	CEP3	RFM1	0.25404933	0.096	0.66728511	0.2594684104808762	25.139833	0	YMR168C	YOR279C	False	False	True	True
YGL090W_YJL023C	LIF1	PET130	0.6219509	0.167	0.73044282	0.3613157782632838	18.286015	0	YGL090W	YJL023C	False	False	True	True
YDR517W_YLR226W	GRH1	BUR2	0.43861467	0.088	0.66728511	0.2441231754203148	28.134977	0	YDR517W	YLR226W	False	False	True	True
YDR386W_YPL108W	MUS81	YPL108W	0.89619064	0.036	0.63555449	0.5548716550101503	15.123155	0	YDR386W	YPL108W	True	False	False	True
YKR017C_YPL018W	HEL1	CTF19	0.7666034	0.438	0.87822061	0.3994698216107637	27.079037	0	YKR017C	YPL018W	False	False	True	True
YLR031W_YLR445W	YLR031W	GMC2	0.8350987	0.063	0.63555449	0.30053622110856615	19.299675	0	YLR031W	YLR445W	True	False	True	True
YLR268W_YNR039C	SEC22	ZRG17	0.62273294	0.121	0.70615739	0.39593202313140474	23.158773	0	YLR268W	YNR039C	False	True	True	True
YDL087C_YOL024W	LUC7	YOL024W	0.5310097	0.06	0.63555449	0.24830139933697362	18.862286	0	YDL087C	YOL024W	False	False	True	True
YOL085C_YPL070W	YOL085C	MUK1	0.99386704	0.225	0.77766077	0.6016469441287602	13.745625	37	YOL085C	YPL070W	False	False	True	True
YML130C_YPL135W	ERO1	ISU1	0.73936856	0.072	0.66728511	0.3128827233404393	23.350307	0	YML130C	YPL135W	False	False	True	True
YNL204C_YOR223W	SPS18	DSC3	0.78229976	0.058	0.63555449	0.3149203501327936	14.212172	0	YNL204C	YOR223W	False	False	True	True
YDL020C_YML051W	RPN4	GAL80	0.65754247	0.278	0.80223507	0.3933845598803011	26.146482	0	YDL020C	YML051W	False	False	True	True
YDR079C-A_YPL188W	TFB5	POS5	0.37145227	0.035	0.63555449	0.31562654011158897	23.832514	0	YDR079C-A	YPL188W	False	False	True	True
YFR004W_YOR026W	RPN11	BUB3	0.37715232	0.195	0.74006263	0.24446252060554388	24.857635	0	YFR004W	YOR026W	False	False	False	True
YIL044C_YNR023W	AGE2	SNF12	0.55832356	0.057	0.63555449	0.21722854055832225	29.912004	0	YIL044C	YNR023W	False	False	True	True
YGR057C_YIL076W	LST7	SEC28	0.95528144	0.161	0.73044282	0.6310604935053957	19.10796	6	YGR057C	YIL076W	False	False	True	True
YGL209W_YOR071C	MIG2	NRT1	0.7845384	0.159	0.73044282	0.39063689825521997	27.13753	0	YGL209W	YOR071C	False	False	True	True
YFL059W_YNL334C	SNZ3	SNO2	0.99990034	0.672	0.98128027	0.932227606173705	2.1388483	102	YFL059W	YNL334C	True	True	True	True
YDL077C_YMR231W	VAM6	PEP5	0.9939865	0.638	0.96322524	0.4924498320152246	8.919387	130	YDL077C	YMR231W	False	False	False	True
YDR175C_YLR048W	RSM24	RPS0B	0.15503353	0.0	0.0	0.18805535407091784	50.0	0	YDR175C	YLR048W	False	False	True	True
YBR167C_YGR030C	POP7	POP6	0.99996805	0.579	0.92420274	0.8878173398034788	1.5745656	54	YBR167C	YGR030C	True	False	False	False
YGR235C_YPL112C	MIC26	PEX25	0.63185114	0.128	0.70615739	0.3508938693383564	21.647312	0	YGR235C	YPL112C	False	False	True	True
YDR375C_YJL097W	BCS1	PHS1	0.434416	0.107	0.68635536	0.222074411542444	24.708569	0	YDR375C	YJL097W	False	False	True	True
YGL095C_YGL161C	VPS45	YIP5	0.48172402	0.035	0.63555449	0.27843315213812736	27.535046	0	YGL095C	YGL161C	False	False	True	True
YGR148C_YKR048C	RPL24B	NAP1	0.89630264	0.093	0.66728511	0.4521761754703453	25.060131	0	YGR148C	YKR048C	True	False	False	True
YMR020W_YMR265C	FMS1	YMR265C	0.2675305	0.386	0.86040801	0.24446168060308918	25.979986	0	YMR020W	YMR265C	True	True	True	True
YKL138C-A_YLR031W	HSK3	YLR031W	0.93456125	0.098	0.66728511	0.4615347042646549	17.581276	0	YKL138C-A	YLR031W	False	False	False	True
YML064C_YMR077C	TEM1	VPS20	0.7333107	0.114	0.68635536	0.3983430579313298	18.812971	0	YML064C	YMR077C	False	False	True	True
YCL017C_YJR011C	NFS1	YJR011C	0.75289583	0.104	0.68635536	0.4222944831455817	26.499199	0	YCL017C	YJR011C	False	False	True	True
YML031W_YNR019W	NDC1	ARE2	0.45415193	0.036	0.63555449	0.415592913465474	25.611887	0	YML031W	YNR019W	False	True	True	True
YDR328C_YLR224W	SKP1	UCC1	0.9998164	0.675	0.98128027	0.8509889710221338	2.3631592	103	YDR328C	YLR224W	True	True	False	True
YHR115C_YLR215C	DMA1	CDC123	0.28049722	0.063	0.63555449	0.2191186729557789	26.997637	0	YHR115C	YLR215C	False	False	False	True
YJR015W_YPR170W-B	YJR015W	YPR170W-B	0.3376596	0.052	0.63555449	0.3525333723777272	22.07315	0	YJR015W	YPR170W-B	False	False	True	True
YGR068C_YLR145W	ART5	RMP1	0.6365776	0.217	0.75941223	0.2633192041801307	23.18317	0	YGR068C	YLR145W	False	False	True	True
YLR288C_YOR368W	MEC3	RAD17	0.99890494	0.438	0.87822061	0.7241996496797857	2.3651211	58	YLR288C	YOR368W	True	True	False	False
YNL130C_YPR159W	CPT1	KRE6	0.41522288	0.066	0.63555449	0.2900222865871208	23.94156	0	YNL130C	YPR159W	False	True	True	True
YAL008W_YGL029W	FUN14	CGR1	0.35956758	0.025	0.55890174	0.1700100465256228	21.89911	0	YAL008W	YGL029W	False	False	True	True
YDR308C_YLR315W	SRB7	NKP2	0.66090494	0.056	0.63555449	0.24050387424073477	22.54021	0	YDR308C	YLR315W	False	False	False	True
YHL006C_YIL152W	SHU1	YIL152W	0.87695146	0.119	0.68635536	0.618765411263964	11.614517	0	YHL006C	YIL152W	False	False	True	True
YDL002C_YNL084C	NHP10	END3	0.83033454	0.192	0.74006263	0.22703985460814155	22.584663	0	YDL002C	YNL084C	False	False	True	True
YCR028C-A_YNL189W	RIM1	SRP1	0.21975091	0.072	0.66728511	0.26235655562268306	26.00607	0	YCR028C-A	YNL189W	False	False	True	True
YJR015W_YNL234W	YJR015W	YNL234W	0.525358	0.137	0.70615739	0.2704165755767831	23.5728	0	YJR015W	YNL234W	False	False	True	True
YGR235C_YIL065C	MIC26	FIS1	0.63930154	0.058	0.63555449	0.23122593325917784	24.999361	0	YGR235C	YIL065C	False	True	True	True
YGR235C_YOR368W	MIC26	RAD17	0.81021154	0.115	0.68635536	0.43687803458584595	20.277275	0	YGR235C	YOR368W	False	False	True	True
YJR067C_YPL271W	YAE1	ATP15	0.79345393	0.066	0.63555449	0.2926048666152439	11.632473	0	YJR067C	YPL271W	False	False	True	True
YKL204W_YPL152W	EAP1	RRD2	0.96405697	0.076	0.66728511	0.6233956737355622	20.157276	11	YKL204W	YPL152W	False	False	True	True
YLR082C_YLR313C	SRL2	SPH1	0.90283483	0.059	0.63555449	0.2558583510068121	26.247515	0	YLR082C	YLR313C	True	False	True	True
YER173W_YNL290W	RAD24	RFC3	0.879005	0.316	0.82238224	0.6161485148058027	14.461388	0	YER173W	YNL290W	False	False	False	True
YDR295C_YMR002W	HDA2	MIX17	0.2889365	0.072	0.66728511	0.2172605800292689	25.39207	0	YDR295C	YMR002W	False	False	True	True
YGR214W_YKR057W	RPS0A	RPS21A	0.99988914	0.668	0.98128027	0.8335920552649906	1.8494132	93	YGR214W	YKR057W	False	True	False	False
YDL116W_YNL258C	NUP84	DSL1	0.7922384	0.156	0.73044282	0.5789737229845567	11.524877	0	YDL116W	YNL258C	False	False	True	True
YIL089W_YJR152W	YIL089W	DAL5	0.16231944	0.109	0.68635536	0.28334710729704204	25.652143	0	YIL089W	YJR152W	False	False	True	True
YJL036W_YOR132W	SNX4	VPS17	0.9951427	0.622	0.9400192	0.7310818122949139	3.857821	122	YJL036W	YOR132W	True	False	False	True
YMR214W_YOL132W	SCJ1	GAS4	0.1832493	0.154	0.71391784	0.21824005316501371	28.179697	0	YMR214W	YOL132W	False	False	True	True
YBR045C_YLR288C	GIP1	MEC3	0.9733933	0.089	0.66728511	0.5900315980416789	28.51233	36	YBR045C	YLR288C	False	False	True	True
YBL010C_YHL004W	YBL010C	MRP4	0.7687608	0.077	0.66728511	0.20777521654171294	24.528368	0	YBL010C	YHL004W	False	False	True	True
YDR175C_YGR215W	RSM24	RSM27	0.9971584	0.258	0.78549007	0.5898319497988385	2.6501496	39	YDR175C	YGR215W	False	False	False	False
YDL087C_YHL006C	LUC7	SHU1	0.2523171	0.039	0.63555449	0.24106745458632772	23.259987	0	YDL087C	YHL006C	False	False	True	True
YHL012W_YML051W	YHL012W	GAL80	0.5223156	0.306	0.81190228	0.35318042589401294	27.846344	0	YHL012W	YML051W	False	False	True	True
YIR017C_YNL189W	MET28	SRP1	0.78091824	0.048	0.63555449	0.3142469538707404	27.063145	0	YIR017C	YNL189W	False	False	True	True
YBR273C_YGR284C	UBX7	ERV29	0.56743205	0.103	0.68635536	0.244394341130081	23.065239	0	YBR273C	YGR284C	False	False	True	True
YGR239C_YMR267W	PEX21	PPA2	0.8744217	0.055	0.63555449	0.3142954646576897	15.1644535	0	YGR239C	YMR267W	False	False	True	True
YDR311W_YPL065W	TFB1	VPS28	0.25616217	0.045	0.63555449	0.18138283814697337	26.221216	0	YDR311W	YPL065W	False	False	True	True
YKR072C_YML016C	SIS2	PPZ1	0.8655031	0.229	0.77766077	0.3971217404931468	26.121994	0	YKR072C	YML016C	False	True	False	True
YKR083C_YLR313C	DAD2	SPH1	0.7554031	0.031	0.63555449	0.32150970657513883	26.508608	0	YKR083C	YLR313C	True	False	True	True
YDL226C_YER038W-A	GCS1	FMP49	0.5564782	0.044	0.63555449	0.19802484070439652	22.881062	0	YDL226C	YER038W-A	False	False	True	True
YBR270C_YDR004W	BIT2	RAD57	0.7907778	0.24	0.77766077	0.4283000035123655	28.366962	0	YBR270C	YDR004W	False	False	True	True
YML048W_YMR153W	GSF2	NUP53	0.8200637	0.185	0.74006263	0.48326514554110334	25.275755	0	YML048W	YMR153W	False	False	True	True
YAL041W_YIL079C	CDC24	AIR1	0.2467206	0.047	0.63555449	0.23367928818429157	30.544779	0	YAL041W	YIL079C	False	False	False	True
YIR015W_YPL070W	RPR2	MUK1	0.34548992	0.06	0.63555449	0.2828785108142702	26.466084	0	YIR015W	YPL070W	False	False	True	True
YDL039C_YDR373W	PRM7	FRQ1	0.983841	0.158	0.73044282	0.6299742521593255	19.971844	0	YDL039C	YDR373W	False	False	True	True
YJL097W_YJR015W	PHS1	YJR015W	0.34744433	0.179	0.74006263	0.26327353208434234	25.525642	0	YJL097W	YJR015W	False	False	True	True
YHR072W-A_YLR175W	NOP10	CBF5	0.99970627	0.652	0.96322524	0.9198419098574377	2.5210228	77	YHR072W-A	YLR175W	True	False	False	False
YCR051W_YPL220W	YCR051W	RPL1A	0.99603856	0.363	0.84294946	0.7712887643140369	2.2873106	39	YCR051W	YPL220W	True	True	True	True
YDR347W_YNL135C	MRP1	FPR1	0.99600804	0.227	0.77766077	0.8761298239743615	2.5646238	29	YDR347W	YNL135C	False	False	True	True
YGR158C_YJR046W	MTR3	TAH11	0.25949958	0.083	0.66728511	0.26323779522552376	27.72501	0	YGR158C	YJR046W	False	False	True	True
YLR356W_YPR020W	ATG33	ATP20	0.746923	0.051	0.63555449	0.20914391285498699	20.99897	0	YLR356W	YPR020W	False	False	True	True
YHR090C_YNL086W	YNG2	SNN1	0.96285045	0.066	0.63555449	0.48200907175942215	6.0203485	10	YHR090C	YNL086W	False	False	True	True
YDR328C_YLR097C	SKP1	HRT3	0.9999505	0.684	0.98128027	0.8020824212484439	2.388358	121	YDR328C	YLR097C	True	True	False	True
YDR449C_YLR146W-A	UTP6	YLR146W-A	0.3232143	0.089	0.66728511	0.2729655152983007	26.155045	0	YDR449C	YLR146W-A	False	False	True	True
YJL148W_YMR269W	RPA34	TMA23	0.7969737	0.036	0.63555449	0.2905460507233656	21.007648	0	YJL148W	YMR269W	False	False	False	True
YCR095W-A_YEL009C-A	YCR095W-A	YEL009C-A	0.50271815	0.024	0.55890174	0.14430292643709758	20.289597	0	YCR095W-A	YEL009C-A	False	False	True	True
YHR134W_YOR285W	WSS1	RDL1	0.7839638	0.158	0.73044282	0.4821983972682109	13.530368	0	YHR134W	YOR285W	False	False	True	True
YHL004W_YOR158W	MRP4	PET123	0.7085465	0.028	0.55890174	0.38379450711287355	26.746864	0	YHL004W	YOR158W	False	False	False	True
YLL027W_YML064C	ISA1	TEM1	0.7610441	0.094	0.66728511	0.33743861667547687	23.333769	0	YLL027W	YML064C	False	False	True	True
YAL068C_YPL070W	PAU8	MUK1	0.41578534	0.065	0.63555449	0.30408981872246654	22.909369	0	YAL068C	YPL070W	False	False	True	True
YLR117C_YOL036W	CLF1	YOL036W	0.6678674	0.137	0.70615739	0.2852062540771838	28.096836	0	YLR117C	YOL036W	False	False	True	True
YGR262C_YNL153C	BUD32	GIM3	0.30105996	0.063	0.63555449	0.24094654044337993	23.636923	0	YGR262C	YNL153C	False	False	True	True
YER095W_YGR048W	RAD51	UFD1	0.6507945	0.196	0.74006263	0.2745810897340486	27.0191	0	YER095W	YGR048W	False	False	True	True
YDL113C_YNL086W	ATG20	SNN1	0.9861711	0.282	0.80223507	0.6458917703713122	3.6280408	35	YDL113C	YNL086W	True	False	True	True
YGR113W_YKR037C	DAM1	SPC34	0.9828973	0.297	0.80223507	0.3209073258782515	15.615469	52	YGR113W	YKR037C	True	False	False	True
YHR166C_YJL036W	CDC23	SNX4	0.56892943	0.07	0.66728511	0.33117041427206756	22.558643	0	YHR166C	YJL036W	False	False	True	True
YFR051C_YNL258C	RET2	DSL1	0.8991411	0.142	0.71391784	0.4123231635087136	28.972206	0	YFR051C	YNL258C	False	False	False	False
YDR192C_YGR161W-C	NUP42	YGR161W-C	0.48352316	0.022	0.55890174	0.16702146506831056	23.15096	0	YDR192C	YGR161W-C	False	False	True	True
YGL115W_YJR096W	SNF4	YJR096W	0.35446703	0.136	0.70615739	0.28701904125523914	25.432419	0	YGL115W	YJR096W	False	False	True	True
YDL043C_YJL203W	PRP11	PRP21	0.9996319	0.668	0.98128027	0.5711088460068464	3.2584581	146	YDL043C	YJL203W	True	True	False	False
YLR356W_YOL026C	ATG33	MIM1	0.7051714	0.039	0.63555449	0.17798021450000515	16.486471	0	YLR356W	YOL026C	False	False	True	True
YDL088C_YPR054W	ASM4	SMK1	0.8405953	0.184	0.74006263	0.4633993630494282	25.272682	0	YDL088C	YPR054W	False	False	True	True
YFR022W_YOL051W	ROG3	GAL11	0.818056	0.062	0.63555449	0.40812395514332933	29.668226	0	YFR022W	YOL051W	False	False	True	True
YBR268W_YNL185C	MRPL37	MRPL19	0.9999423	0.579	0.92420274	0.797692596801837	2.3151593	75	YBR268W	YNL185C	True	False	False	False
YHL004W_YLR385C	MRP4	SWC7	0.6043843	0.037	0.63555449	0.3971632299661615	14.207151	0	YHL004W	YLR385C	False	False	True	True
YOR075W_YPL070W	UFE1	MUK1	0.6807115	0.109	0.68635536	0.33149789725034884	25.485743	0	YOR075W	YPL070W	False	False	True	True
YDR447C_YLR288C	RPS17B	MEC3	0.7132088	0.192	0.74006263	0.38847947757806717	23.273624	0	YDR447C	YLR288C	False	False	True	True
YBR282W_YNL153C	MRPL27	GIM3	0.14644879	0.064	0.63555449	0.13331968578946984	28.629852	0	YBR282W	YNL153C	False	False	True	True
YML064C_YOL149W	TEM1	DCP1	0.5079224	0.082	0.66728511	0.2505704336286012	19.50335	0	YML064C	YOL149W	False	False	True	True
YIL105C_YMR068W	SLM1	AVO2	0.7164632	0.07	0.63555449	0.3054998424070852	23.275255	0	YIL105C	YMR068W	False	False	False	True
YGR235C_YJL136C	MIC26	RPS21B	0.28019196	0.021	0.55890174	0.13968047006853343	24.66905	0	YGR235C	YJL136C	False	False	True	True
YDL214C_YER094C	PRR2	PUP3	0.5556984	0.096	0.66728511	0.3777834974794898	23.807785	0	YDL214C	YER094C	False	False	True	True
YJL136C_YLR048W	RPS21B	RPS0B	0.9998365	0.663	0.98128027	0.823484324639323	2.4282994	103	YJL136C	YLR048W	False	False	False	True
YJR112W_YLR313C	NNF1	SPH1	0.46628815	0.048	0.63555449	0.2018148033763647	28.466034	0	YJR112W	YLR313C	False	False	True	True
