OrthoDB_ID	Yeast_ORF	Gene_Name	Description
514396at2759	YML085C	TUB1	alpha-tubulin TUB1 chromosome 13 L000002387 13 99400 97941 C -62.0 1996-07-31 1996-07-31 Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication
515568at2759	YBR235W	VHC1	 chromosome 2  2 686901 690263 W  2011-02-03 1997-01-28 Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family
515900at2759	YDL178W	DLD2	D-lactate dehydrogenase|AIP2 chromosome 4 L000000070 4 139522 141114 W  2011-02-03 1996-07-31 D-2-hydroxyglutarate dehydrogenase, and minor D-lactate dehydrogenase; mitochondrial matrix protein that oxidizes D-2-hydroxyglutarate (D-2HG), an oncometabolite, to alpha-ketoglutarate with a minor role in lactate catabolism; located in the mitochondrial matrix
516266at2759	YDL227C	HO	 chromosome 4 L000000796 4 48031 46271 C -130.0 2011-02-03 1996-07-31 Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p, and Ash1p
516860at2759	YOL027C	MDM38	ribosome-binding protein MDM38|MKH1 chromosome 15  15 273724 272003 C  2011-02-03 1996-07-31 Mitochondrial protein; forms a complex with Mba1p to facilitate recruitment of mRNA-specific translational activators to ribosomes; roles in protein export and K+/H+ exchange; human ortholog Letm1 implicated in Wolf-Hirschhorn syndrome
517323at2759	YDR294C	DPL1	sphinganine-1-phosphate aldolase DPL1|BST1 chromosome 4 L000004296 4 1052228 1050459 C  2011-02-03 1996-07-31 Dihydrosphingosine phosphate lyase; regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate
519426at2759	YHL032C	GUT1	glycerol kinase chromosome 8 L000000746 8 38508 36379 C  2011-02-03 1996-07-31 Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p
521159at2759	YMR250W	GAD1	glutamate decarboxylase GAD1 chromosome 13 S000007509 13 770801 772558 W  2011-02-03 1996-07-31 Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress
522268at2759	YIL005W	EPS1	protein disulfide isomerase EPS1 chromosome 9  9 345692 347797 W  2011-02-03 1994-12-10 ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family
524270at2759	YHR132C	ECM14	putative metallocarboxypeptidase chromosome 8 L000003889 8 369794 368502 C  2011-02-03 1996-07-31 Putative metalloprotease with similarity to zinc carboxypeptidases; required for normal cell wall assembly
524830at2759	YJL109C	UTP10	snoRNA-binding rRNA-processing protein UTP10 chromosome 10  10 217309 212000 C  2011-02-03 1996-07-31 Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance
525494at2759	YGL119W	COQ8	protein kinase COQ8|ABC1 chromosome 7 L000000010 7 284442 285947 W  2011-02-03 1996-07-31 ATPase required for ubiquinone biosynthesis and respiratory growth; maintains levels of CoQ biosynthetic proteins; binds to CoQ biosynthesis intermediates; UbiB protein kinase-like family member that lacks canonical protein kinase activity; similar to prokaryotic proteins involved in ubiquinone biosynthesis; human homolog ADCK3 complements a coq8 null, is associated with CoQ and respiratory-chain deficiencies, and is mutated in autosomal-recessive cerebellar ataxia type 2
525700at2759	YBR017C	KAP104	 chromosome 2 L000003444 2 273703 270947 C  2004-07-16 1997-01-28 Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis
525710at2759	YDR160W	SSY1	RAA1|SHR10 chromosome 4 L000004190|L0000 4 776163 778721 W 92.0 2011-02-03 1996-07-31 Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p, Ptr3p, and Ssy5p
525810at2759	YFL041W	FET5	ferroxidase FET5 chromosome 6 L000002773 6 49139 51007 W  2001-05-29 1996-07-31 Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport
525938at2759	YGL114W		OPT3 chromosome 7  7 293460 295637 W  2011-02-03 1996-07-31 Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters
527450at2759	YNR059W	MNT4	putative alpha-1,3-mannosyltransferase chromosome 14  14 736803 738545 W  2011-02-03 1997-01-28 Putative alpha-1,3-mannosyltransferase; not required for protein O-glycosylation; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
52746at2759	YML072C	TCB3	 chromosome 13  13 129367 124730 C  1996-07-31 1996-07-31 Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact
528132at2759	YBL022C	PIM1	ATP-dependent Lon protease PIM1|LON1 chromosome 2 L000000949|L0000 2 181275 177874 C  2011-02-03 1997-01-28 ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria
528280at2759	YJR010W	MET3	sulfate adenylyltransferase chromosome 10 L000001078 10 456239 457774 W 3.0 2011-02-03 1996-07-31 ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant
528822at2759	YNL247W		cysteine--tRNA ligase chromosome 14  14 182875 185178 W  2011-02-03 1996-07-31 Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid
531312at2759	YGR150C	CCM1	DMR1|RRG2 chromosome 7  7 793053 790459 C  2011-02-03 1996-07-31 Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport
532190at2759	YBR049C	REB1	DNA-binding protein REB1|GRF2 chromosome 2 L000001601 2 336818 334386 C  2011-02-03 1997-01-28 RNA polymerase I enhancer binding protein; DNA binding protein that binds to genes transcribed by both RNA polymerase I and RNA polymerase II; required for termination of RNA polymerase I transcription; Reb1p bound to DNA acts to block RNA polymerase II readthrough transcription
532729at2759	YDR375C	BCS1	bifunctional AAA family ATPase chaperone/translocase BCS1 chromosome 4 L000000164 4 1226536 1225166 C  2011-02-03 1996-07-31 Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L, linked to neonatal diseases
532774at2759	YGL012W	ERG4	delta(24(24(1)))-sterol reductase chromosome 7 L000000571 7 472855 474276 W  2011-02-03 1996-07-31 C-24(28) sterol reductase; catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol
5329at2759	YLR087C	CSF1	 chromosome 12  12 315731 306855 C  2011-02-03 1996-07-31 Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
534350at2759	YAL041W	CDC24	Rho family guanine nucleotide exchange factor CDC24|CLS4 chromosome 1 L000000262 1 62840 65404 W -56.0 2011-02-03 1996-07-31 Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42
535224at2759	YKL211C	TRP3	bifunctional anthranilate synthase/indole-3-glycerol-phosphate s chromosome 11 L000002354 11 38153 36699 C -153.8 2011-02-03 1996-07-31 Indole-3-glycerol-phosphate synthase; forms bifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp2p
535756at2759	YNR050C	LYS9	saccharopine dehydrogenase (NADP+, L-glutamate-forming)|LYS13 chromosome 14 L000000969 14 715388 714048 C 44.0 2011-02-03 1997-01-28 Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112
536327at2759	YIL047C	SYG1	 chromosome 9 L000002256 9 267823 265115 C  2011-02-03 1994-12-10 Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency
537587at2759	YDR194C	MSS116	ATP-dependent RNA helicase chromosome 4 L000001206 4 847946 845952 C  2011-02-03 1996-07-31 Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate
537782at2759	YMR218C	TRS130	transport protein particle complex II subunit TRS130 chromosome 13 S000007468 13 706887 703579 C  2011-02-03 1996-07-31 Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic
538388at2759	YAL048C	GEM1	ERMES complex Ca(2+)-binding regulatory GTPase GEM1|GON1 chromosome 1  1 54789 52801 C  2011-02-03 1996-07-31 Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases
539697at2759	YOR093C	CMR2	 chromosome 15  15 502452 497506 C  2011-02-03 1996-07-31 Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents
541116at2759	YBR127C	VMA2	H(+)-transporting V1 sector ATPase subunit B|ATPSV|VAT2 chromosome 2 L000002458 2 492822 491269 C  2011-02-03 1997-01-28 Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant
542090at2759	YHR073W	OSH3	oxysterol-binding protein related protein OSH3 chromosome 8  8 242582 245572 W  2011-02-03 1996-07-31 Member of an oxysterol-binding protein family; this family has seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane; regulated by sterol binding
542192at2759	YDR414C	ERD1	LDB2 chromosome 4 L000000566|L0000 4 1296686 1295598 C  2011-02-03 1996-07-31|2011-02-03 Predicted membrane protein required for lumenal ER protein retention; mutants secrete the endogenous ER protein, BiP (Kar2p)
543764at2759	YNL062C	GCD10	tRNA 1-methyladenosine methyltransferase subunit GCD10|TRM6 chromosome 14 L000000676 14 510212 508776 C  2011-02-03 1996-07-31 Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p; required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression
543991at2759	YNL221C	POP1	ribonuclease P/MRP protein subunit POP1 chromosome 14 L000002587 14 233695 231068 C  2011-02-03 1996-07-31 Subunit of RNase MRP, nuclear RNase P and telomerase complexes; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA; binds to the RPR1 RNA subunit in RNase P
